sequence	EC	count	dbcan_column
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.28	0	GH15, GH37, GH65
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.25	0	GH164, GH1, GH2, GH5
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.6	0	GH16, GH9
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.35	0	GH16, GH56, GH84
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.58	0	GH17, GH3, GH55, GH5
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.96	0	GH18, GH73, GH85
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.31	0	GH1, GH2, GH30, GH79
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.85	0	GH1
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.86	1	GH1, GH4
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.67	0	GH28, GH4
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.82	0	GH28
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.55	0	GH2, GH3, GH43, GH51, GH54, GH62
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.24	0	GH31, GH38, GH92
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.16	0	GH31, GT2
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.64	0	GH32
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.65	0	GH32
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.80	0	GH32
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.10	0	GH32, GH68, GT105, GT13, GT14, GT39
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.82	0	GH36
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.76	0	GH39
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.99	0	GH43
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.89	0	GH53
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.46	0	GH59
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.91	0	GH5, GH6, GH9
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.8	0	GH65
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.64	0	GH65
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.5	0	GH70
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.14	0	GH70, GT16, GT17, GT31, GT33, GT4, GT54
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.59	0	GH71, GH87
ea01d6c70d7612608541b75a9ec9fee0	EC:3.2.1.50	0	GH89
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.17	0	GH91
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.56	0	GT103, GT4, GT9
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.15	0	GT10, GT14, GT18, GT1, GT20, GT28, GT4
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.2.26	0	GT14
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.13	0	GT15, GT31, GT43, GT4, GT7
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.17	0	GT1, GT31, GT70
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.11	0	GT1, GT2, GT3, GT5
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.12	0	GT1, GT2, GT31, GT51, GT8
ea01d6c70d7612608541b75a9ec9fee0	EC:3.1.3.12	0	GT20
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.80	0	GT21
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.50	0	GT25
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.46	0	GT28
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.22	0	GT28, GT31, GT47, GT64, GT7
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.99.1	0	GT29, GT80
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.83	0	GT2
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.34	0	GT2, GT48
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.1	1	GT35
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.52	0	GT4
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.57	0	GT4
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.99.18	0	GT66
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.99.19	0	GT66
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.87	0	GT6
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.40	0	GT6
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.37	0	GT6, GT77
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.38	0	GT7
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.90	0	GT7
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.2.43	0	GT83
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.44	0	GT8
ea01d6c70d7612608541b75a9ec9fee0	EC:2.4.1.58	0	GT8
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.2	0	PL10, PL1, PL2, PL3, PL9
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.23	0	PL11, PL4
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.24	0	PL11, PL26
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.8	0	PL12, PL21, PL37
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.7	0	PL13, PL21
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.3	0	PL14, PL15, PL17, PL18, PL32, PL36, PL5, PL6, PL7
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.1	0	PL16, PL29, PL30, PL33, PL8
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.9	0	PL1, PL2, PL9
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.10	0	PL1
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.6	0	PL22
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.20	0	PL29, PL33, PL37, PL8
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.5	0	PL35, PL8
ea01d6c70d7612608541b75a9ec9fee0	EC:4.2.2.19	0	PL6
ebc4cebda1feae3f47fdb85cb7ec8152	EC:1.10.3.2	0	AA1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:1.1.99.18	0	AA3
ebc4cebda1feae3f47fdb85cb7ec8152	EC:1.1.3.9	0	AA5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.3	0	CE10
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.7	0	CE10
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.8	0	CE10
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.13	0	CE10
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.5.1.10	0	CE11
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.72	0	CE12, CE1, CE2, CE3, CE4, CE5, CE6, CE7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.5.1.89	0	CE14
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.73	0	CE1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.1	0	CE1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.2.12	0	CE1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.3.1.20	0	CE1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.3.1.12	0	CE1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.5.1.41	0	CE4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.74	0	CE5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.41	0	CE7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.1.11	0	CE8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.5.1.25	1	CE9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.26	0	GH100, GH32, GH68
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.97	0	GH101
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.17	0	GH105, GH106, GH108, GH16, GH17, GH18, GH19, GH1, GH22, GH23, GH24, GH25, GH28, GH31, GH38, GH48, GH63, GH73, GH78, GH7, GH86
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.40	0	GH106, GH28, GH78
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.8	0	GH10, GH11, GH141, GH30, GH43, GH51, GH5, GH8, GH98
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.4	2	GH10, GH124, GH12, GH44, GH45, GH48, GH51, GH5, GH6, GH74, GH7, GH8, GH9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.22	0	GH110, GH27, GH31, GH36, GH4, GH57, GH97
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.21	1	GH112, GH65, GT10, GT1, GT20, GT2, GT55, GT5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.78	0	GH113, GH134, GH26, GH45, GH5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.10	0	GH114, GH13, GH16, GH1, GH26, GH31, GH5, GH63, GH65, GH76, GH98
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.21	1	GH116, GH1, GH3, GH5, GH9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.37	0	GH116, GH120, GH1, GH2, GH30, GH39, GH3, GH43, GH51, GH52, GH54
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.45	0	GH116, GH30, GH3, GH5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.52	1	GH116, GH20, GH3, GH5, GH84
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.81	0	GH118, GH16, GH50, GH86
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.1	0	GH119, GH13, GH57
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.20	0	GH122, GH13, GH31, GH4, GH63, GH76, GH97
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.18	0	GH127, GH137, GH142, GH146, GH156, GH16, GH1, GH33, GH34, GH83
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.39	0	GH128, GH152, GH157, GH158, GH16, GH17, GH55, GH5, GH64, GH81
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.15	0	GH12, GH16, GH28, GH2, GH32, GH44, GH45, GH5, GH74, GH82, GH8, GH96, GH9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.73	0	GH12, GH16, GH17, GH26, GH51, GH5, GH7, GH8, GH9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.20	0	GH12, GH16, GH94, GT1, GT4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.14	0	GH136, GH13, GH159, GH18, GH19, GH1, GH20, GH23, GH2, GH43, GH48, GH5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.41	0	GH13, GH57
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.19	0	GH13, GT1, GT2
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.54	0	GH13, GH57
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.93	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.68	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.70	0	GH13, GH15
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.11	0	GH13, GH1, GH29, GH38, GH47, GH49, GH66, GH92
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.18	1	GH13, GH57, GT19, GT5, GT8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:5.4.99.16	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.25	1	GH13, GH57, GH77, GT1, GT22, GT41, GT4, GT58, GT59
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.4	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.7	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:5.4.99.15	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.99.16	0	GH13
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.51	1	GH141, GH151, GH29, GH95
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.23	7	GH147, GH165, GH1, GH2, GH35, GH42, GH59
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.3	0	GH15, GH97
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.28	0	GH15, GH37, GH65
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.25	0	GH164, GH1, GH2, GH5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.6	0	GH16, GH9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.35	0	GH16, GH56, GH84
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.58	0	GH17, GH3, GH55, GH5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.96	0	GH18, GH73, GH85
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.31	0	GH1, GH2, GH30, GH79
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.85	0	GH1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.86	0	GH1, GH4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.67	0	GH28, GH4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.82	0	GH28
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.55	0	GH2, GH3, GH43, GH51, GH54, GH62
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.24	0	GH31, GH38, GH92
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.16	0	GH31, GT2
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.64	0	GH32
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.65	0	GH32
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.80	0	GH32
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.10	0	GH32, GH68, GT105, GT13, GT14, GT39
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.82	0	GH36
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.76	0	GH39
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.99	0	GH43
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.89	0	GH53
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.46	0	GH59
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.91	0	GH5, GH6, GH9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.8	0	GH65
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.64	0	GH65
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.5	0	GH70
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.14	0	GH70, GT16, GT17, GT31, GT33, GT4, GT54
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.59	0	GH71, GH87
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.2.1.50	0	GH89
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.17	0	GH91
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.56	0	GT103, GT4, GT9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.15	0	GT10, GT14, GT18, GT1, GT20, GT28, GT4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.2.26	0	GT14
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.13	0	GT15, GT31, GT43, GT4, GT7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.17	0	GT1, GT31, GT70
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.11	0	GT1, GT2, GT3, GT5
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.12	0	GT1, GT2, GT31, GT51, GT8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:3.1.3.12	0	GT20
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.80	0	GT21
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.50	0	GT25
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.46	0	GT28
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.22	0	GT28, GT31, GT47, GT64, GT7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.99.1	0	GT29, GT80
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.83	0	GT2
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.34	0	GT2, GT48
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.1	2	GT35
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.52	0	GT4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.57	0	GT4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.99.18	0	GT66
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.99.19	0	GT66
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.87	0	GT6
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.40	0	GT6
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.37	0	GT6, GT77
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.38	0	GT7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.90	0	GT7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.2.43	0	GT83
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.44	0	GT8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:2.4.1.58	0	GT8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.2	0	PL10, PL1, PL2, PL3, PL9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.23	0	PL11, PL4
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.24	0	PL11, PL26
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.8	0	PL12, PL21, PL37
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.7	0	PL13, PL21
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.3	0	PL14, PL15, PL17, PL18, PL32, PL36, PL5, PL6, PL7
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.1	0	PL16, PL29, PL30, PL33, PL8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.9	0	PL1, PL2, PL9
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.10	0	PL1
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.6	0	PL22
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.20	0	PL29, PL33, PL37, PL8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.5	0	PL35, PL8
ebc4cebda1feae3f47fdb85cb7ec8152	EC:4.2.2.19	0	PL6
ecb14003f535fb3b3d14fb858ad65782	EC:1.10.3.2	0	AA1
ecb14003f535fb3b3d14fb858ad65782	EC:1.1.99.18	0	AA3
ecb14003f535fb3b3d14fb858ad65782	EC:1.1.3.9	0	AA5
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.3	0	CE10
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.7	0	CE10
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.8	0	CE10
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.13	0	CE10
ecb14003f535fb3b3d14fb858ad65782	EC:3.5.1.10	0	CE11
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.72	0	CE12, CE1, CE2, CE3, CE4, CE5, CE6, CE7
ecb14003f535fb3b3d14fb858ad65782	EC:3.5.1.89	0	CE14
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.73	0	CE1
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.1	0	CE1
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.2.12	0	CE1
ecb14003f535fb3b3d14fb858ad65782	EC:2.3.1.20	0	CE1
ecb14003f535fb3b3d14fb858ad65782	EC:2.3.1.12	1	CE1
ecb14003f535fb3b3d14fb858ad65782	EC:3.5.1.41	0	CE4
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.74	0	CE5
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.41	0	CE7
ecb14003f535fb3b3d14fb858ad65782	EC:3.1.1.11	0	CE8
ecb14003f535fb3b3d14fb858ad65782	EC:3.5.1.25	1	CE9
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.26	1	GH100, GH32, GH68
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.97	0	GH101
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.17	0	GH105, GH106, GH108, GH16, GH17, GH18, GH19, GH1, GH22, GH23, GH24, GH25, GH28, GH31, GH38, GH48, GH63, GH73, GH78, GH7, GH86
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.40	0	GH106, GH28, GH78
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.8	0	GH10, GH11, GH141, GH30, GH43, GH51, GH5, GH8, GH98
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.4	0	GH10, GH124, GH12, GH44, GH45, GH48, GH51, GH5, GH6, GH74, GH7, GH8, GH9
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.22	0	GH110, GH27, GH31, GH36, GH4, GH57, GH97
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.21	1	GH112, GH65, GT10, GT1, GT20, GT2, GT55, GT5
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.78	0	GH113, GH134, GH26, GH45, GH5
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.10	0	GH114, GH13, GH16, GH1, GH26, GH31, GH5, GH63, GH65, GH76, GH98
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.21	0	GH116, GH1, GH3, GH5, GH9
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.37	0	GH116, GH120, GH1, GH2, GH30, GH39, GH3, GH43, GH51, GH52, GH54
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.45	0	GH116, GH30, GH3, GH5
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.52	1	GH116, GH20, GH3, GH5, GH84
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.81	0	GH118, GH16, GH50, GH86
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.1	0	GH119, GH13, GH57
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.20	0	GH122, GH13, GH31, GH4, GH63, GH76, GH97
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.18	0	GH127, GH137, GH142, GH146, GH156, GH16, GH1, GH33, GH34, GH83
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.39	0	GH128, GH152, GH157, GH158, GH16, GH17, GH55, GH5, GH64, GH81
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.15	0	GH12, GH16, GH28, GH2, GH32, GH44, GH45, GH5, GH74, GH82, GH8, GH96, GH9
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.73	0	GH12, GH16, GH17, GH26, GH51, GH5, GH7, GH8, GH9
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.20	0	GH12, GH16, GH94, GT1, GT4
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.14	0	GH136, GH13, GH159, GH18, GH19, GH1, GH20, GH23, GH2, GH43, GH48, GH5
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.41	1	GH13, GH57
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.19	0	GH13, GT1, GT2
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.54	0	GH13, GH57
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.93	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.68	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.70	0	GH13, GH15
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.11	0	GH13, GH1, GH29, GH38, GH47, GH49, GH66, GH92
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.18	1	GH13, GH57, GT19, GT5, GT8
ecb14003f535fb3b3d14fb858ad65782	EC:5.4.99.16	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.25	1	GH13, GH57, GH77, GT1, GT22, GT41, GT4, GT58, GT59
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.4	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.7	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:5.4.99.15	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.99.16	0	GH13
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.51	0	GH141, GH151, GH29, GH95
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.23	0	GH147, GH165, GH1, GH2, GH35, GH42, GH59
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.3	0	GH15, GH97
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.28	0	GH15, GH37, GH65
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.25	0	GH164, GH1, GH2, GH5
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.6	0	GH16, GH9
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.35	0	GH16, GH56, GH84
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.58	0	GH17, GH3, GH55, GH5
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.96	0	GH18, GH73, GH85
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.31	0	GH1, GH2, GH30, GH79
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.85	0	GH1
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.86	1	GH1, GH4
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.67	0	GH28, GH4
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.82	0	GH28
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.55	0	GH2, GH3, GH43, GH51, GH54, GH62
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.24	0	GH31, GH38, GH92
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.16	0	GH31, GT2
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.64	0	GH32
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.65	0	GH32
ecb14003f535fb3b3d14fb858ad65782	EC:3.2.1.80	0	GH32
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.10	0	GH32, GH68, GT105, GT13, GT14, GT39
ecb14003f535fb3b3d14fb858ad65782	EC:2.4.1.82	0	GH36
